iter	Accuracy	Logloss
879	0.9133984741	0.2662937643
880	0.9132646232	0.2661214182
881	0.9132646232	0.2661177419
882	0.913532325	0.2659360007
883	0.9136661759	0.2658394849
884	0.9136661759	0.2657910228
885	0.913532325	0.2657024969
886	0.913532325	0.2656027296
887	0.9136661759	0.2654773261
888	0.9138000268	0.2652798667
889	0.9133984741	0.2651259839
890	0.9138000268	0.2649734899
891	0.913532325	0.2647974512
892	0.913532325	0.2647445938
893	0.9136661759	0.2646566398
894	0.9136661759	0.2643402308
895	0.9142015794	0.2640642124
896	0.9142015794	0.2639404754
897	0.9143354303	0.2636835085
898	0.9143354303	0.2635815355
899	0.9142015794	0.2635419455
900	0.9142015794	0.2634263782
901	0.9142015794	0.2633639297
902	0.9144692812	0.2631779404
903	0.9144692812	0.2631016035
904	0.9144692812	0.262957655
905	0.914736983	0.2627670253
906	0.9146031321	0.2627399186
907	0.914736983	0.2626740388
908	0.9152723866	0.2625995483
909	0.9152723866	0.2624494726
910	0.9155400883	0.2623449506
911	0.9158077901	0.262205381
912	0.9156739392	0.2621671799
913	0.9156739392	0.2620977545
914	0.9158077901	0.2618623554
915	0.9163431937	0.2617488959
916	0.9162093428	0.2616486057
917	0.9162093428	0.2615950131
918	0.9160754919	0.2614895434
919	0.9162093428	0.2614172424
920	0.9160754919	0.2611542953
921	0.9162093428	0.2610890038
922	0.9164770446	0.2609791062
923	0.9163431937	0.2608263181
924	0.9162093428	0.2606090392
925	0.9163431937	0.2604634404
926	0.9163431937	0.260407691
927	0.9163431937	0.2603621863
928	0.9164770446	0.2602068166
929	0.9163431937	0.2601378978
930	0.9166108955	0.2599978053
931	0.9164770446	0.2599609604
932	0.9164770446	0.2598993452
933	0.9164770446	0.2598161949
934	0.9167447464	0.2597392862
935	0.9167447464	0.2596540281
936	0.9166108955	0.2595385752
937	0.9168785972	0.2594187597
938	0.9168785972	0.2593933849
939	0.917146299	0.2592147972
940	0.9176817026	0.2590243309
941	0.9172801499	0.2587980817
942	0.9176817026	0.2586634956
943	0.9175478517	0.2586260951
944	0.9175478517	0.2585307558
945	0.9176817026	0.2583737195
946	0.9175478517	0.2582599495
947	0.9175478517	0.2582182028
948	0.9175478517	0.2580232759
949	0.9175478517	0.2579753367
950	0.9179494044	0.2577869291
951	0.9179494044	0.257734856
952	0.9186186588	0.2576002209
953	0.9187525097	0.2573866182
954	0.9187525097	0.2573155099
955	0.9186186588	0.2572363791
956	0.9184848079	0.2571585881
957	0.9186186588	0.2570706177
958	0.9186186588	0.2569477304
959	0.9187525097	0.2567801554
960	0.9190202115	0.2565032546
961	0.9190202115	0.2564582401
962	0.9190202115	0.2563752042
963	0.9190202115	0.2563331797
964	0.9190202115	0.2562608623
965	0.9190202115	0.2561640361
966	0.9191540624	0.2559749913
967	0.9191540624	0.2559081639
968	0.9191540624	0.2557340695
969	0.9194217642	0.2555635044
970	0.9194217642	0.2552696762
971	0.9192879133	0.2551770819
972	0.9196894659	0.2550064187
973	0.9198233168	0.2547874078
974	0.9198233168	0.2547393215
975	0.9198233168	0.2546643571
976	0.9202248695	0.254399433
977	0.9202248695	0.2542834246
978	0.9202248695	0.2540028965
979	0.9203587204	0.2538287531
980	0.9203587204	0.2538285407
981	0.9203587204	0.2537758303
982	0.9204925713	0.2534963316
983	0.9204925713	0.2534513008
984	0.9206264222	0.253186442
985	0.9206264222	0.253104991
986	0.9204925713	0.2530899752
987	0.9204925713	0.2529720061
988	0.9203587204	0.2528340867
989	0.9203587204	0.2524720586
990	0.9203587204	0.2523783532
991	0.9206264222	0.2521830342
992	0.9204925713	0.2521312388
993	0.9207602731	0.2520704406
994	0.9207602731	0.2519561804
995	0.9207602731	0.2518664618
996	0.9207602731	0.2517706159
997	0.9207602731	0.2516858154
998	0.9210279748	0.2515055121
999	0.9212956766	0.2514019214
